"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gm8292",13.9456001922212,-1.4967119247313e-07,0.00144269170375736,0.920036979303013,0.999993275143934
"Plcl1",3.13483067146554,-5.97288230889397e-07,0.00144269329371746,0.592281110204837,0.999993275143934
"Gm38056",0.804772045272707,7.52807663568528e-09,0.00144269466050593,0.908781573552983,0.999993275143934
"Gm6644",7.26590792638775,-5.43091535945084e-08,0.00144269359289965,0.959566919402988,0.999993275143934
"Gm28900",0.682425013311065,-3.33496067656284e-07,0.00144269474341852,0.479719337280204,0.999993275143934
"Satb2",2.30693092044714,-5.62090175651548e-07,0.00144269335802071,0.611576195389008,0.999993275143934
"9130024F11Rik",0.441153561361079,-1.13024141910108e-08,0.00144269484161069,0.948208113536082,0.999993275143934
"4930558J18Rik",0.364820339543295,1.19616653422693e-07,0.00144269492618527,0.767376572743455,0.999993275143934
"1700066M21Rik",1.6834877382837,6.13407528808569e-08,0.00144269404518719,0.951348765183152,0.999993275143934
"Tyw5",8.96223899630121,7.19185349942089e-07,0.00144269165371618,0.655560091115025,0.999993275143934
"Maip1",20.720018321862,3.37847444910339e-07,0.00144268732078537,0.888892057794068,0.999993275143934
"Spats2l",2.69575912648547,7.81560828436707e-07,0.00144269347111403,0.485826950355711,0.999993275143934
"Kctd18",5.15971696147736,1.40364632890083e-06,0.00144269371738673,0.211961595310835,0.999993275143934
"Sgo2a",5.41954265372086,4.16902325454882e-07,0.00144269371598726,0.56653602274663,0.999993275143934
"Aox1",2.01347074059212,7.67431589121075e-07,0.00144269416241799,0.363640975861508,0.999993275143934
"Gm37607",0.933500947712796,6.25923373792317e-07,0.00144269475921758,0.244913475038864,0.999993275143934
"Bzw1",151.340857693032,1.13457565982371e-06,0.00144267555374556,0.766159832076949,0.999993275143934
"Clk1",52.8932139254744,1.21525119497789e-06,0.00144268422628568,0.670424474382162,0.999993275143934
