"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Bcam",57.5798821259958,1.33305642754196,0.309291083964629,1.03041207044637e-06,0.000317514119421831
"Kcnn4",19.7193018187582,2.90223577023365,0.913616415903634,6.31430090984513e-05,0.00653757459001726
"Ceacam10",131.612509793068,1.53898960461846,0.261048987281229,2.42850431403111e-10,3.08439403556117e-07
"Zfp568",23.071640505579,-1.3385425720038,0.548657948693481,0.000656052988975685,0.0309877291362165
"Dmkn",917.955815049628,1.36361077439991,0.548063975278611,0.000582854706212193,0.0289015540528667
"Krtdap",141.277071666644,2.45806464987471,0.671065706170001,1.21364911626011e-05,0.00196338085782979
"Klk9",16.6596127435448,1.77519015717061,0.772266495393656,0.000780607993234895,0.0351371133402842
"Klk7",779.356051245614,4.79890976187249,1.83618944110627,0.000276742431716088,0.0169834072121486
"Dkkl1",16.6033042675478,-3.56798117700082,1.03025129046436,5.90435764927564e-05,0.0062125363168232
"Ntn5",15.7521567546545,5.99889350449098,2.3526548088628,0.000241019431654994,0.0158338755557306
"Pcsk6",13.6198603531576,-4.69387866206743,1.36556545524498,3.11851530865201e-05,0.00399602228956182
"Anpep",67.7540429039888,1.46313024645022,0.672867411928223,0.0011506892431621,0.0452441749691416
"Hbb-bh1",835.152733924872,-5.36151005263363,0.674891433281839,5.11132894482013e-17,2.2050273067954e-13
"Hbb-y",1202.99981408036,-5.48642812873535,0.771897991042612,2.79701719573722e-14,7.2044766728087e-11
"Trim6",23.8539772969969,-2.32935600341508,0.76785172833092,9.93647066126174e-05,0.00876285403522093
"Cavin3",100.695156027012,1.60964304229488,0.474870816532654,3.55935235993791e-05,0.00438715602307775
"Dkk3",30.2129657285631,1.47109880951374,0.54249292733547,0.000318595521514104,0.0188276860248198
"Tmc5",4.50190569715152,-0.196509041427488,0.376447256888545,0.000857909457813904,0.0373475676733842
"Otoa",6.32288250719913,-3.3347348061293,1.45587396030151,0.00112007527471937,0.0447837186069367
"Gga2",50.6262953379498,-1.35613055826795,0.475652453976529,0.000184577176149756,0.01334523918285
"Nupr1",27.1507888361127,1.99481965043715,0.939298997857077,0.00115289963360874,0.0452441749691416
"Prss8",52.8969320223879,-3.51338127495797,0.66785895417214,7.75554362172688e-09,6.69148303682595e-06
"Gm4275",8.07424093458053,2.39250102047603,1.14180915498098,0.00123492367610868,0.0478514437610734
"Ifitm1",71.4996247369838,2.02471986246314,0.879077683107839,0.000785183816308202,0.035162107095712
"Pkp3",41.2283961950105,-1.40628812005859,0.522987147074752,0.000290423698199032,0.0176171066259325
"Sct",487.805279382052,-1.89867902926235,0.923019764721014,0.000781910728017451,0.0351371133402842
"Polr2l",207.100678557535,0.736456937447491,0.235772568027977,0.000163737281339656,0.0123923268719171
"Gm49394",7.0780012551961,-4.93370989306948,2.44381536290508,0.000125289394199158,0.0101663441808598
"Ascl2",16.5746406503673,-6.85019462706433,2.60821190984168,5.63877748492316e-07,0.000197235292459123
"Cd81",196.656886477787,0.925895841334896,0.288531355545138,9.545432128473e-05,0.00863894983263619
"Slc22a18",19.7449423871691,-2.69550016813073,1.04292045591645,0.000361681677612808,0.0201762253089007
"Adgrg6",33.9188412667977,-2.57578435731546,0.552452984880733,1.83304744257231e-07,8.18044827647269e-05
"Myb",3.63330696875459,-0.205330137091726,0.388795954361656,0.00108580530290131,0.0437772343618341
